competitionid,sessionid,gameid,endid,hammer_closest_dist,hammer_stones_in_house,hammer_house_control_diff,end_num,end_parity,powerplay,hammer_is_team1,hammer_is_team2,missing_shot3_snapshot,any_missing_coordinates,nonhammer_closest_dist,nonhammer_stones_in_house,hammer_team_scored,hammer_team_points,hammer_points_bucket,end_blank,steal,net_points_for_hammer
22230015,8,5,4,374.58910822393113,0,-2,4,0,,0,1,0,0,43.657759905886145,2,1,4,3,0,0,4
22230015,8,5,5,38.47076812334269,2,0,5,1,,1,0,0,0,102.23991392797629,2,1,1,1,0,0,1
22230015,8,5,6,219.31712199461307,1,0,6,0,,0,1,0,0,72.80109889280519,1,1,1,1,0,0,1
22230015,8,5,7,514.4181178768881,0,0,7,1,1.0,1,0,0,0,563.1207685745572,0,0,0,0,0,1,-1
22230015,8,5,8,52.88667128870941,1,1,8,0,,0,1,0,0,256.632032295269,0,0,0,0,0,1,-3
22230015,9,1,1,139.97856978837868,2,0,1,1,,1,0,0,0,56.61271941887264,2,1,1,1,0,0,1
22230015,9,1,2,150.0,1,-1,2,0,,0,1,0,0,101.71037311896953,2,0,0,0,0,1,-2
22230015,9,1,3,124.03628501370073,1,-1,3,1,,1,0,0,0,31.016124838541646,2,0,0,0,0,1,-2
22230015,9,1,4,352.09799772222505,0,-1,4,0,,0,1,0,0,150.0,1,0,0,0,0,1,-2
22230015,9,1,5,172.58621034138272,1,0,5,1,,1,0,0,0,86.2670273047588,1,1,1,1,0,0,1
22230015,9,1,6,49.040799340956916,2,1,6,0,,0,1,0,0,61.1310068623117,1,1,4,3,0,0,4
22230015,9,1,7,403.11288741492746,0,-1,7,1,2.0,1,0,0,0,65.79513659838392,1,1,5,3,0,0,5
22230015,9,2,1,150.0,2,1,1,1,,1,0,0,0,158.02847844613325,1,1,1,1,0,0,1
22230015,9,2,2,150.0,1,-1,2,0,,0,1,0,0,62.39390995922599,2,0,0,0,0,1,-2
22230015,9,2,3,113.07077429645558,1,-1,3,1,,1,0,0,0,150.0,2,1,1,1,0,0,1
22230015,9,2,4,150.0,1,0,4,0,,0,1,0,0,55.00909015790027,1,0,0,0,0,1,-2
22230015,9,2,5,285.5906160923359,0,0,5,1,1.0,1,0,0,0,397.12970173483626,0,0,0,0,0,1,-2
22230015,9,2,6,417.4014853830781,0,0,6,0,,0,1,0,0,403.11288741492746,0,0,0,0,0,1,-3
22230015,9,3,1,61.814237842102365,2,0,1,1,,0,1,0,0,116.84605256490268,2,1,4,3,0,0,4
22230015,9,3,2,235.2126697267815,1,1,2,0,,1,0,0,0,261.9637379485947,0,1,4,3,0,0,4
22230015,9,3,3,128.14054783713078,2,1,3,1,,0,1,0,0,54.00925846556311,1,1,1,1,0,0,1
22230015,9,3,4,119.21828718783037,2,0,4,0,,1,0,0,0,38.01315561749642,2,1,4,3,0,0,4
22230015,9,3,5,362.5961941333637,0,0,5,1,2.0,0,1,0,0,322.4686031228467,0,0,0,0,0,1,-1
22230015,9,3,6,123.60016181219181,1,-1,6,0,,1,0,0,0,49.24428900898052,2,0,0,0,0,1,-2
22230015,9,3,7,339.2359061184414,0,0,7,1,,0,1,0,0,349.4352586674676,0,0,0,0,0,1,-3
22230015,9,4,1,229.71504086585188,1,-1,1,1,,0,1,0,0,52.773099207835045,2,0,0,0,0,1,-2
22230015,9,4,2,774.3416558599957,0,-1,2,0,,1,0,0,0,150.0,1,0,0,0,0,1,-2
22230015,9,4,3,89.10667763978185,1,-1,3,1,,0,1,0,0,168.34488409215172,2,0,0,0,0,1,-3
22230015,9,4,4,174.24408167854654,2,0,4,0,,1,0,0,0,110.06361796706484,2,0,0,0,0,1,-3
22230015,9,4,5,141.15594213493105,2,1,5,1,,0,1,0,0,166.715326230074,1,0,0,0,0,1,-1
22230015,9,4,6,355.58402663786796,0,0,6,0,2.0,1,0,0,0,351.2833614050059,0,1,1,1,0,0,1
22230015,9,4,7,39.44616584663204,2,1,7,1,,0,1,0,0,54.3323108288245,1,1,1,1,0,0,1
22230015,9,4,8,403.11288741492746,0,0,8,0,,1,0,0,0,1096.5856099730654,0,0,0,0,0,1,-1
22230015,9,4,9,65.00769185258002,1,0,9,1,,0,1,0,0,150.0,1,0,0,0,0,1,-1
22230015,9,5,1,73.97972695272672,2,0,1,1,,0,1,0,0,73.92563831310488,2,1,3,3,0,0,3
22230015,9,5,2,167.0029939851379,1,-1,2,0,,1,0,0,0,61.1310068623117,2,1,1,1,0,0,1
22230015,9,5,3,33.24154027718932,2,0,3,1,,0,1,0,0,58.249463516842795,2,1,2,2,0,0,2
22230015,9,5,4,150.0,2,1,4,0,,1,0,0,0,15.620499351813308,1,1,1,1,0,0,1
22230015,9,5,5,150.0,1,-1,5,1,,0,1,0,0,44.40720662234904,2,1,2,2,0,0,2
22230015,9,5,6,412.671782413094,0,-1,6,0,,1,0,0,0,181.0414317221337,1,1,2,2,0,0,2
22230015,9,5,7,403.11288741492746,0,0,7,1,1.0,0,1,0,0,639.1189247706565,0,1,1,1,0,0,1
22230015,9,5,8,136.0624856453828,2,2,8,0,,1,0,0,0,270.1703166522925,0,1,2,2,0,0,2
22230015,10,1,1,150.0,1,-1,1,1,,0,1,0,0,62.5859409132754,2,1,1,1,0,0,1
22230015,10,1,2,71.16881339463234,2,0,2,0,,1,0,0,0,87.0976463516667,2,1,1,1,0,0,1
22230015,10,1,3,62.20128616033595,2,0,3,1,,0,1,0,0,61.00819617067857,2,1,1,1,0,0,1
22230015,10,1,4,10.770329614269007,2,1,4,0,,1,0,0,0,84.90583018850944,1,1,1,1,0,0,1
22230015,10,1,5,31.064449134018133,2,0,5,1,,0,1,0,0,82.03657720797473,2,0,0,0,0,1,-1
22230015,10,1,6,97.98469268207153,1,1,6,0,2.0,1,0,0,0,403.11288741492746,0,0,0,0,0,1,-5
22230015,10,1,7,134.48048185517482,1,1,7,1,,0,1,0,0,403.11288741492746,0,0,0,0,0,1,-2
22230015,10,1,8,68.8839603971781,1,-1,8,0,,1,0,0,0,150.0,2,1,9,3,0,0,0
22230015,10,2,1,68.26419266350405,2,1,1,1,,1,0,0,0,213.17832910500073,1,1,2,2,0,0,2
22230015,10,2,2,46.17358552246078,2,0,2,0,,0,1,0,0,51.0098029794274,2,1,1,1,0,0,1
22230015,10,2,3,150.0,1,1,3,1,,1,0,0,0,903.7566044018711,0,1,1,1,0,0,1
22230015,10,2,4,73.348483283569,2,0,4,0,,0,1,0,0,68.73136110975832,2,0,0,0,0,1,-2
22230015,10,2,5,315.7625690293262,0,0,5,1,2.0,1,0,0,0,353.57036074874827,0,1,1,1,0,0,1
22230015,10,2,6,150.0,2,0,6,0,,0,1,0,0,22.135943621178654,2,0,0,0,0,1,-1
22230015,10,3,1,81.83520025025906,2,0,1,1,,1,0,0,0,87.66413177577246,2,0,0,0,0,1,-1
22230015,10,3,2,170.83617883809038,1,0,2,0,,0,1,0,0,28.284271247461902,1,0,0,0,0,1,-2
22230015,10,3,3,89.67719888578144,1,-1,3,1,,1,0,0,0,150.0,2,1,1,1,0,0,1
22230015,10,3,4,163.19620093617377,1,0,4,0,,0,1,0,0,70.00714249274856,1,0,0,0,0,1,-1
22230015,10,3,5,55.569775957799216,2,2,5,1,,1,0,0,0,264.09278672466615,0,1,2,2,0,0,2
22230015,10,3,6,403.11288741492746,0,0,6,0,,0,1,0,0,468.2734244007447,0,1,1,1,0,0,1
22230015,10,3,7,403.11288741492746,0,0,7,1,1.0,1,0,0,0,480.02083288124066,0,1,3,3,0,0,3
22230015,10,4,1,89.37561188601732,2,2,1,1,,0,1,0,0,490.0091835874099,0,1,3,3,0,0,3
22230015,10,4,2,64.28841264178172,2,0,2,0,,1,0,0,0,96.33794683301072,2,0,0,0,0,1,-3
22230015,10,4,3,66.48308055437865,1,0,3,1,,0,1,0,0,150.0,1,1,1,1,0,0,1
22230015,10,4,4,156.00320509528,1,0,4,0,,1,0,0,0,92.41753080449618,1,1,1,1,0,0,1
22230015,10,4,5,150.0,1,0,5,1,,0,1,0,0,231.76712450216058,1,1,1,1,0,0,1
22230015,10,4,6,287.04180880143576,0,0,6,0,,1,0,0,0,341.53184331772053,0,1,1,1,0,0,1
22230015,10,4,7,331.07249961300016,0,0,7,1,2.0,0,1,0,0,356.38883259720694,0,1,3,3,0,0,3
22230015,10,5,1,82.09750300709517,2,1,1,1,,1,0,0,0,41.773197148410844,1,0,0,0,0,1,-1
22230015,10,5,2,175.17134468856486,1,0,2,0,,0,1,0,0,210.6418761785035,1,0,0,0,0,1,-2
22230015,10,5,3,85.70297544426332,2,1,3,1,,1,0,0,0,181.59295140505867,1,0,0,0,0,1,-1
22230015,10,5,4,153.55129436120035,1,0,4,0,,0,1,0,0,150.0,1,0,0,0,0,1,-1
22230015,10,5,5,143.1258187749506,1,0,5,1,,1,0,0,0,173.34935823359717,1,1,1,1,0,0,1
22230015,10,5,6,150.0,1,-1,6,0,,0,1,0,0,33.60059523282288,2,0,0,0,0,1,-2
22230015,10,5,7,315.07776817795315,0,0,7,1,1.0,1,0,0,0,405.4281687302943,0,1,1,1,0,0,1
22230015,10,5,8,150.0,1,-1,8,0,,0,1,0,0,72.01388754955533,2,0,0,0,0,1,-1
22230015,11,1,1,150.0,2,0,1,1,,0,1,0,0,71.55417527999327,2,0,0,0,0,1,-2
22230015,11,1,2,68.62215385719105,2,0,2,0,,1,0,0,0,43.86342439892262,2,0,0,0,0,1,-2
22230015,11,1,3,61.29437168288782,2,0,3,1,,0,1,0,0,31.240998703626616,2,1,1,1,0,0,1
22230015,11,1,4,150.0,2,1,4,0,,1,0,0,0,105.01904589168576,1,1,1,1,0,0,1
22230015,11,1,5,41.048751503547585,2,0,5,1,,0,1,0,0,55.00909015790027,2,0,0,0,0,1,-1
22230015,11,1,6,194.02319448973105,1,1,6,0,2.0,1,0,0,0,400.3610870202048,0,0,0,0,0,1,-2
22230015,11,1,7,232.1055794245369,1,1,7,1,,0,1,0,0,403.11288741492746,0,0,0,0,0,1,-1
22230015,11,1,8,90.60353193998566,2,0,8,0,,1,0,0,0,12.206555615733702,2,1,1,1,0,0,1
22230015,11,2,1,166.00301202086666,2,1,1,1,,1,0,0,0,60.74537019394976,1,1,2,2,0,0,2
22230015,11,2,2,74.73285756613352,2,0,2,0,,0,1,0,0,117.27744881263405,2,0,0,0,0,1,-1
22230015,11,2,3,103.07764064044152,2,0,3,1,,1,0,0,0,180.7097119692243,2,0,0,0,0,1,-1
22230015,11,2,4,75.0066663703967,2,0,4,0,,0,1,0,0,117.78370006074695,2,0,0,0,0,1,-1
22230015,11,2,5,67.97793759742936,2,0,5,1,,1,0,0,0,176.91806012954132,2,0,0,0,0,1,-4
22230015,11,2,6,415.7811924558397,0,0,6,0,,0,1,0,0,396.21458832304495,0,0,0,0,0,1,-2
22230015,11,2,7,256.40007800310826,0,0,7,1,1.0,1,0,0,0,403.11288741492746,0,0,0,0,0,1,-2
22230015,11,2,8,132.7742444904131,1,-1,8,0,,0,1,0,0,109.04127658827184,2,0,0,0,0,1,-4
22230015,11,3,1,150.0,1,0,1,1,,1,0,0,0,248.2780699135548,1,1,1,1,0,0,1
22230015,11,3,2,158.80806024884254,1,0,2,0,,0,1,0,0,112.44554237496477,1,1,1,1,0,0,1
22230015,11,3,3,81.41252974819048,2,0,3,1,,1,0,0,0,129.65338406690356,2,1,3,3,0,0,3
22230015,11,3,4,51.97114584074513,1,-1,4,0,,0,1,0,0,141.7603611733548,2,1,2,2,0,0,2
22230015,11,3,5,55.072679252057455,2,1,5,1,,1,0,0,0,64.41273166075166,1,1,2,2,0,0,2
22230015,11,3,6,268.6726632912251,0,-1,6,0,,0,1,0,0,64.93843238021688,1,0,0,0,0,1,-2
22230015,11,3,7,107.5174404457249,2,0,7,1,,1,0,0,0,40.607881008493905,2,0,0,0,0,1,-3
22230015,11,3,8,615.4624277728088,0,0,8,0,2.0,0,1,0,0,403.11288741492746,0,1,9,3,0,1,0
22230015,11,4,1,150.0,2,2,1,1,,0,1,0,0,315.94461539959815,0,1,2,2,0,0,2
22230015,11,4,2,128.86038956948718,1,-1,2,0,,1,0,0,0,64.28063471995279,2,1,1,1,0,0,1
22230015,11,4,3,94.26027795418386,2,0,3,1,,0,1,0,0,37.48332962798263,2,1,3,3,0,0,3
22230015,11,4,4,150.0,2,2,4,0,,1,0,0,0,314.6823795511913,0,1,1,1,0,0,1
22230015,11,4,5,150.0,1,-1,5,1,,0,1,0,0,42.5440947723653,2,1,3,3,0,0,3
22230015,11,4,6,310.1112703530783,0,0,6,0,,1,0,0,0,309.16176995223714,0,1,1,1,0,0,1
22230015,11,5,1,150.0,1,0,1,1,,1,0,0,0,123.00406497347964,1,0,0,0,0,1,-1
22230015,11,5,2,110.02272492535349,2,0,2,0,,0,1,0,0,40.36087214122113,2,0,0,0,0,1,-1
22230015,11,5,3,59.61543424315552,2,0,3,1,,1,0,0,0,34.132096331752024,2,0,0,0,0,1,-1
22230015,11,5,4,53.823786563191554,1,-1,4,0,,0,1,0,0,78.49203781276162,2,1,1,1,0,0,1
22230015,11,5,5,132.45754036671525,2,0,5,1,,1,0,0,0,52.32590180780452,2,1,1,1,0,0,1
22230015,11,5,6,150.0,1,-1,6,0,,0,1,0,0,52.478567053607705,2,0,0,0,0,1,-1
22230015,11,5,7,93.00537618869137,1,1,7,1,,1,0,0,0,403.11288741492746,0,0,0,0,0,1,-2
22230015,11,5,8,232.42202993692314,1,1,8,0,2.0,0,1,0,0,403.11288741492746,0,0,0,0,0,1,-2
22230015,11,5,9,81.41252974819048,1,0,9,1,,1,0,0,0,150.0,1,0,0,0,0,1,-1
22230015,12,1,1,133.73481222179961,2,0,1,1,,1,0,0,0,3.1622776601683795,2,1,1,1,0,0,1
22230015,12,1,2,150.0,1,0,2,0,,0,1,0,0,33.94112549695428,1,0,0,0,0,1,-3
22230015,12,1,3,58.69412236331676,2,0,3,1,,1,0,0,0,46.09772228646444,2,1,2,2,0,0,2
22230015,12,1,4,150.0,1,-1,4,0,,0,1,0,0,54.78138369920935,2,0,0,0,0,1,-1
22230015,12,1,5,653.5418884815265,0,0,5,1,,1,0,0,0,363.0564694369183,0,0,0,0,0,1,-1
22230015,12,1,6,55.0,1,1,6,0,2.0,0,1,0,0,263.48624252510797,0,1,1,1,0,0,1
22230015,12,2,1,37.21558813185679,2,1,1,1,,1,0,0,0,134.6476884316994,1,0,0,0,0,1,-1
22230015,12,2,2,74.46475676452586,1,-1,2,0,,0,1,0,0,76.15773105863909,2,0,0,0,0,1,-4
22230015,12,2,3,213.45959805077868,1,0,3,1,,1,0,0,0,212.00943375236866,1,0,0,0,0,1,-3
22230015,12,2,4,76.32168761236873,1,-1,4,0,,0,1,0,0,150.0,2,0,0,0,0,1,-3
22230015,12,2,5,82.05485969764375,2,0,5,1,,1,0,0,0,75.21303078589507,2,0,0,0,0,1,-2
22230015,12,2,6,47.095647357266465,1,0,6,0,,0,1,0,0,57.48912940721924,1,1,1,1,0,0,1
22230015,12,2,7,36.22154055254967,2,0,7,1,,1,0,0,0,83.43260753446461,2,1,1,1,0,0,1
22230015,12,2,8,389.5959445374143,0,-1,8,0,1.0,0,1,0,0,158.5339080449353,1,1,3,3,0,0,3
22230015,12,3,1,190.67249408344142,1,-1,1,1,,0,1,0,0,84.59905436823747,2,0,0,0,0,1,-2
22230015,12,3,2,51.40038910358559,1,-1,2,0,,1,0,0,0,59.43904440685432,2,0,0,0,0,1,-1
22230015,12,3,3,106.00471687618433,2,0,3,1,,0,1,0,0,68.3593446428504,2,1,1,1,0,0,1
22230015,12,3,4,38.3275357934736,1,-1,4,0,,1,0,0,0,136.7186892857008,2,1,4,3,0,0,4
22230015,12,3,5,150.0,1,0,5,1,,0,1,0,0,131.68523075880606,1,0,0,0,0,1,-3
22230015,12,3,6,314.5059617876901,0,-1,6,0,1.0,1,0,0,0,241.61539686038222,1,0,0,0,0,1,-2
22230015,12,3,7,244.59149617270018,1,1,7,1,,0,1,0,0,350.191376250187,0,0,0,0,0,1,-1
22230015,12,4,1,150.0,1,-1,1,1,,1,0,0,0,34.0147027033899,2,0,0,0,0,1,-1
22230015,12,4,2,62.64982043070834,2,0,2,0,,0,1,0,0,27.784887978899608,2,0,0,0,0,1,-1
22230015,12,4,3,143.83671297690307,1,-1,3,1,,1,0,0,0,153.16004700965587,2,1,1,1,0,0,1
22230015,12,4,4,87.55569655939013,2,0,4,0,,0,1,0,0,98.3107318658548,2,1,4,3,0,0,4
22230015,12,4,5,150.0,2,0,5,1,,1,0,0,0,77.00649323271382,2,1,1,1,0,0,1
22230015,12,4,6,78.29431652425353,2,1,6,0,,0,1,0,0,68.73136110975832,1,1,2,2,0,0,2
22230015,12,4,7,403.11288741492746,0,-1,7,1,,1,0,0,0,224.8399430706208,1,1,2,2,0,0,2
22230015,12,4,8,403.11288741492746,0,0,8,0,2.0,0,1,0,0,417.3296059471458,0,1,9,3,0,1,0
22230015,12,5,1,110.0272693471941,2,0,1,1,,0,1,0,0,20.518284528683193,2,1,2,2,0,0,2
22230015,12,5,2,44.10215414239989,2,1,2,0,,1,0,0,0,236.1228493814184,1,1,1,1,0,0,1
22230015,12,5,3,70.3846574190711,2,0,3,1,,0,1,0,0,66.61080993352356,2,1,2,2,0,0,2
22230015,12,5,4,64.51356446515724,2,0,4,0,,1,0,0,0,49.03060268852505,2,1,2,2,0,0,2
22230015,12,5,5,159.8780785473731,1,0,5,1,,0,1,0,0,206.40009689920205,1,0,0,0,0,1,-1
22230015,12,5,6,84.86459803710851,1,-1,6,0,,1,0,0,0,169.53170794869024,2,0,0,0,0,1,-3
22230015,12,5,7,140.1748907615055,1,0,7,1,,0,1,0,0,196.3593644316461,1,1,2,2,0,0,2
22230015,13,1,1,128.16005617976296,2,1,1,1,,0,1,0,0,89.06739021662193,1,0,0,0,0,1,-2
22230015,13,1,2,406.8414924758781,0,-1,2,0,,1,0,0,0,150.0,1,1,1,1,0,0,1
22230015,13,1,3,49.9799959983992,2,0,3,1,,0,1,0,0,71.78439941937245,2,1,2,2,0,0,2
22230015,13,1,4,59.665735560705194,2,1,4,0,,1,0,0,0,30.805843601498726,1,0,0,0,0,1,-1
22230015,13,1,5,71.56814934033156,2,0,5,1,,0,1,0,0,173.18487231857176,2,1,3,3,0,0,3
22230015,13,1,6,290.6578744847626,0,0,6,0,,1,0,0,0,351.64755082326394,0,1,1,1,0,0,1
22230015,13,1,7,195.0,1,0,7,1,1.0,0,1,0,0,190.26297590440447,1,1,1,1,0,0,1
22230015,13,1,8,28.160255680657446,2,0,8,0,,1,0,0,0,92.04890004774636,2,1,1,1,0,0,1
22230015,13,2,1,134.4953530795767,2,1,1,1,,1,0,0,0,13.601470508735444,1,0,0,0,0,1,-1
22230015,13,2,2,68.00735254367721,2,0,2,0,,0,1,0,0,150.0,2,0,0,0,0,1,-1
22230015,13,2,3,71.25307010929424,2,0,3,1,,1,0,0,0,119.21828718783037,2,0,0,0,0,1,-1
22230015,13,2,4,183.88311504866346,1,-1,4,0,,0,1,0,0,150.0,2,1,1,1,0,0,1
22230015,13,2,5,61.814237842102365,2,0,5,1,,1,0,0,0,31.144823004794873,2,1,1,1,0,0,1
22230015,13,2,6,241.53053637169774,1,0,6,0,,0,1,0,0,168.15469068687915,1,1,2,2,0,0,2
22230015,13,2,7,403.11288741492746,0,0,7,1,,1,0,0,0,375.6660751252367,0,0,0,0,0,1,-3
22230015,13,3,1,150.0,1,-1,1,1,,0,1,0,0,66.40783086353596,2,0,0,0,0,1,-2
22230015,13,3,2,69.83552104767315,1,-1,2,0,,1,0,0,0,88.32326986700618,2,0,0,0,0,1,-1
22230015,13,3,3,40.311288741492746,1,-1,3,1,,0,1,0,0,55.08175741568164,2,0,0,0,0,1,-2
22230015,13,3,4,49.03060268852505,1,-1,4,0,,1,0,0,0,47.853944456021594,2,0,0,0,0,1,-2
22230015,13,3,5,156.32018423735306,2,1,5,1,,0,1,0,0,181.1767093199344,1,0,0,0,0,1,-3
22230015,13,3,6,282.36324123369883,0,0,6,0,,1,0,0,0,403.11288741492746,0,0,0,0,0,1,-1
22230015,13,3,7,332.8257802514703,0,0,7,1,1.0,0,1,0,0,403.11288741492746,0,1,1,1,0,0,1
22230015,13,3,8,175.85505395068975,1,-1,8,0,,1,0,0,0,96.33275663033837,2,0,0,0,0,1,-1
22230015,13,4,1,51.478150704935004,2,0,1,1,,1,0,0,0,47.16990566028302,2,1,5,3,0,0,5
22230015,13,4,2,47.50789408087881,1,0,2,0,,0,1,0,0,124.57929201917949,1,1,1,1,0,0,1
22230015,13,4,3,108.70602559196064,2,1,3,1,,1,0,0,0,67.11929677819934,1,1,3,3,0,0,3
22230015,13,4,4,379.98947353841265,0,0,4,0,,0,1,0,0,253.14027731674784,0,1,1,1,0,0,1
22230015,13,4,5,150.0,2,1,5,1,,1,0,0,0,102.34256201600583,1,1,1,1,0,0,1
22230015,13,4,6,542.6978901746348,0,-2,6,0,,0,1,0,0,41.593268686170845,2,1,1,1,0,0,1
22230015,13,5,1,61.66036003787198,2,1,1,1,,0,1,0,0,139.90353819685905,1,1,1,1,0,0,1
22230015,13,5,2,173.07223925286226,2,0,2,0,,1,0,0,0,58.077534382926416,2,0,0,0,0,1,-1
22230015,13,5,3,153.46986674914396,1,0,3,1,,0,1,0,0,150.0,1,1,2,2,0,0,2
22230015,13,5,4,150.0,2,1,4,0,,1,0,0,0,58.034472514187634,1,1,1,1,0,0,1
22230015,13,5,5,129.0155029444136,2,0,5,1,,0,1,0,0,72.18032973047436,2,1,1,1,0,0,1
22230015,13,5,6,403.11288741492746,0,0,6,0,,1,0,0,0,367.21247255505904,0,1,1,1,0,0,1
22230015,13,5,7,54.42425929675111,2,1,7,1,,0,1,0,0,163.01226947687098,1,0,0,0,0,1,-1
22230015,13,5,8,365.41072781186926,0,0,8,0,2.0,1,0,0,0,402.41272345690066,0,0,0,0,0,1,-1
22230015,14,1,1,150.0,1,0,1,1,,1,0,0,0,235.63743335896356,1,1,2,2,0,0,2
22230015,14,1,2,99.04544411531506,2,1,2,0,,0,1,0,0,46.238512086787566,1,0,0,0,0,1,-1
22230015,14,1,3,11.661903789690601,1,0,3,1,,1,0,0,0,150.0,1,0,0,0,0,1,-2
22230015,14,1,4,100.16985574512923,2,0,4,0,,0,1,0,0,149.93665329064805,2,1,1,1,0,0,1
22230015,14,1,5,77.20103626247513,2,1,5,1,,1,0,0,0,95.524865872714,1,0,0,0,0,1,-1
22230015,14,1,6,344.223764432382,0,0,6,0,,0,1,0,0,418.1219917679528,0,0,0,0,0,1,-3
22230015,14,1,7,214.98139454380697,1,1,7,1,2.0,1,0,0,0,403.11288741492746,0,1,1,1,0,0,1
22230015,14,1,8,212.14381914163798,1,-1,8,0,,0,1,0,0,55.226805085936306,2,1,1,1,0,0,1
22230015,14,2,1,150.0,1,0,1,1,,1,0,0,0,161.48374531202822,1,1,1,1,0,0,1
22230015,14,2,2,162.0863967148385,1,0,2,0,,0,1,0,0,85.38149682454625,1,1,1,1,0,0,1
22230015,14,2,3,52.773099207835045,2,0,3,1,,1,0,0,0,54.45181356024793,2,1,1,1,0,0,1
22230015,14,2,4,110.39021695784459,2,0,4,0,,0,1,0,0,75.92759709091287,2,1,1,1,0,0,1
22230015,14,2,5,13.038404810405298,2,0,5,1,,1,0,0,0,78.31347265956222,2,0,0,0,0,1,-1
22230015,14,2,6,66.70832032063167,1,1,6,0,,0,1,0,0,403.11288741492746,0,0,0,0,0,1,-2
22230015,14,2,7,340.5657058483722,0,0,7,1,1.0,1,0,0,0,403.11288741492746,0,0,0,0,0,1,-3
22230015,14,2,8,42.43819034784589,2,0,8,0,,0,1,0,0,145.24806367039804,2,1,2,2,0,0,2
22230015,14,3,1,113.86395390991831,2,1,1,1,,1,0,0,0,73.24616030891995,1,0,0,0,0,1,-1
22230015,14,3,2,69.8927750200262,2,2,2,0,,0,1,0,0,386.6807468700763,0,1,2,2,0,0,2
22230015,14,3,3,403.11288741492746,0,0,3,1,,1,0,0,0,437.7853355241585,0,1,1,1,0,0,1
22230015,14,3,4,80.049984384758,2,2,4,0,,0,1,0,0,366.7219655270188,0,1,3,3,0,0,3
22230015,14,3,5,150.0,1,0,5,1,,1,0,0,0,225.07776433935007,1,1,1,1,0,0,1
22230015,14,3,6,81.30190649671138,2,1,6,0,,0,1,0,0,103.81233067415451,1,0,0,0,0,1,-1
22230015,14,3,7,599.7599519807904,0,0,7,1,1.0,1,0,0,0,403.11288741492746,0,0,0,0,0,1,-2
22230015,14,4,1,33.24154027718932,2,0,1,1,,1,0,0,0,79.17701686727027,2,1,1,1,0,0,1
22230015,14,4,2,150.0,2,0,2,0,,0,1,0,0,81.2219182240853,2,0,0,0,0,1,-1
22230015,14,4,3,167.83920876839238,1,-1,3,1,,1,0,0,0,64.51356446515724,2,1,1,1,0,0,1
22230015,14,4,4,41.048751503547585,2,1,4,0,,0,1,0,0,55.00909015790027,1,0,0,0,0,1,-1
22230015,14,4,5,214.70444802099468,1,1,5,1,2.0,1,0,0,0,403.11288741492746,0,0,0,0,0,1,-1
22230015,14,4,6,103.96634070698074,2,1,6,0,,0,1,0,0,14.560219778561036,1,1,1,1,0,0,1
22230015,14,4,7,403.11288741492746,0,0,7,1,,1,0,0,0,439.6839774201466,0,1,1,1,0,0,1
22230015,14,4,8,102.42070103255493,2,0,8,0,,0,1,0,0,61.1310068623117,2,1,1,1,0,0,1
22230015,14,5,1,78.0,2,1,1,1,,1,0,0,0,46.57252408878007,1,0,0,0,0,1,-1
22230015,14,5,2,194.64069461446135,1,-1,2,0,,0,1,0,0,150.0,2,0,0,0,0,1,-3
22230015,14,5,3,208.0600874747485,1,-1,3,1,,1,0,0,0,60.08327554319921,2,0,0,0,0,1,-2
22230015,14,5,4,16.55294535724685,2,1,4,0,,0,1,0,0,177.01129907438113,1,0,0,0,0,1,-1
22230015,14,5,5,44.27188724235731,2,1,5,1,,1,0,0,0,248.51559307214507,1,1,1,1,0,0,1
22230015,14,5,6,403.11288741492746,0,0,6,0,,0,1,0,0,298.30353668704635,0,1,1,1,0,0,1
22230015,14,5,7,403.11288741492746,0,0,7,1,1.0,1,0,0,0,419.2195129046357,0,1,1,1,0,0,1
22230015,14,5,8,148.00337833982033,2,0,8,0,,0,1,0,0,111.12605455067681,2,0,0,0,0,1,-1
22230015,15,1,1,150.0,1,-1,1,1,,0,1,0,0,8.48528137423857,2,1,2,2,0,0,2
22230015,15,1,2,99.16148445843275,2,0,2,0,,1,0,0,0,13.038404810405298,2,1,3,3,0,0,3
22230015,15,1,3,150.0,1,-1,3,1,,0,1,0,0,76.32168761236873,2,1,1,1,0,0,1
22230015,15,1,4,150.0,1,0,4,0,,1,0,0,0,238.10081898221182,1,1,1,1,0,0,1
22230015,15,1,5,55.94640292279746,2,0,5,1,,0,1,0,0,70.43436661176133,2,1,1,1,0,0,1
22230015,15,1,6,150.0,1,-1,6,0,,1,0,0,0,39.56008088970496,2,0,0,0,0,1,-1
22230015,15,1,7,229.12005586591496,1,1,7,1,,0,1,0,0,353.28883367579,0,0,0,0,0,1,-3
22230015,15,1,8,520.6966487312934,0,0,8,0,1.0,1,0,0,0,403.74496900890296,0,0,0,0,0,1,-2
22230015,15,1,9,43.01162633521314,2,0,9,1,,0,1,0,0,99.6393496566492,2,1,1,1,0,0,1
22230015,15,2,1,143.34922392534952,2,1,1,1,,1,0,0,0,130.64838307457157,1,1,1,1,0,0,1
22230015,15,2,2,167.96725871431016,1,-1,2,0,,0,1,0,0,70.43436661176133,2,0,0,0,0,1,-1
22230015,15,2,3,72.34638899074369,1,-1,3,1,,1,0,0,0,132.9812016790343,2,1,1,1,0,0,1
22230015,15,2,4,150.0,2,1,4,0,,0,1,0,0,128.2653499585917,1,1,2,2,0,0,2
